"cluster","marker","log2FC","pval"
"25","CD11b",1.22841992217503,2.03476259269116e-86
"53","CD11b",-0.911155436228068,1.28982814463274e-90
"54","CD11b",-1.23135403472416,2.09170342184601e-129
"55","CD11b",-1.48403785999249,3.29443168124636e-148
"94","CD11b",-1.55561498859258,0
"85","CD11b",-1.62125023894299,1.39729578299078e-204
"71","CD11b",-2.02605465495832,1.13827224758535e-195
"72","CD11b",-1.27541048240884,7.60613565413388e-149
"42","CD11b",0.63709181351817,2.51702666434976e-33
"61","CD11b",-2.0919383304964,0
"3","CD11b",1.58991607811635,0
"31","CD11b",0.47862056660776,7.23777634456874e-31
"92","CD11b",-1.45318056713497,3.9717093492604e-107
"32","CD11b",1.72232273178154,0
"14","CD11b",1.19000436323779,2.25737530828294e-268
"24","CD11b",2.14448855286612,0
"82","CD11b",-1.3764991791597,4.57029092173011e-203
"13","CD11b",1.56643869067394,0
"21","CD11b",1.67651052341578,8.0462590099928e-242
"4","CD11b",2.02939227259568,0
"12","CD11b",2.00005799635567,0
"22","CD11b",2.08888572434018,0
"23","CD11b",2.08612535014469,0
"1","CD11b",2.31150452145693,0
"33","CD11b",1.98752339965275,0
"2","CD11b",1.86610355506823,0
"43","CD11b",1.12257594678369,4.08471946831398e-110
"34","CD11b",1.95485595931833,0
"41","CD11b",0.528577577645462,2.34452681550885e-23
"11","CD11b",2.49004670296282,0
"51","CD11b",-2.44447357310929,0
"91","CD11b",-3.62713979421655,0
"81","CD11b",-3.83763758057639,0
"98","CD4",-1.96101814069656,1.01377533760507e-163
"88","CD4",-1.70753184649927,5.4616475352322e-95
"89","CD4",-2.04664024634396,8.29303844032136e-291
"99","CD4",-1.89379367934454,0
"90","CD4",-2.82548659878947,0
"80","CD4",-2.16339575710207,2.49266472746047e-17
"100","CD4",-1.7009396456253,3.64218375929707e-309
"96","CD4",-2.79920327750522,0
"95","CD4",-2.40224975840189,0
"87","CD4",-2.84548238286704,0
"97","CD4",-1.84858817554395,2.20989763778238e-78
"86","CD4",-1.96652123801425,1.41324397766544e-139
"44","CD4",-0.968390986446034,5.41208106503314e-17
"45","CD4",0.931302421427403,8.22860961758519e-35
"30","CD4",1.39124906695743,5.45231084124566e-319
"20","CD4",1.45456887956038,3.43668722398062e-268
"27","CD4",1.44323817642465,2.08060307613831e-124
"39","CD4",1.47015852878934,0
"9","CD4",1.72870145427122,0
"29","CD4",1.24974510437426,0
"7","CD4",1.48404790901595,0
"5","CD4",1.30837196525235,2.09120192463132e-252
"28","CD4",1.40577699753945,0
"19","CD4",1.63808865571945,4.96907694673263e-250
"26","CD4",1.54490084731412,0
"17","CD4",1.32222494272403,1.63572272679945e-262
"37","CD4",1.24737791848495,1.69829471814876e-183
"16","CD4",1.35135273627679,4.98394509901717e-309
"18","CD4",1.79043751546587,0
"6","CD4",1.88752361882595,3.78840901024466e-269
"49","CD4",-0.98903125401169,2.93530615917957e-116
"8","CD4",1.95524505943505,0
"15","CD4",1.19879755758553,0.000484314816608953
"36","CD4",1.33345200784539,2.9992338038872e-219
"35","CD4",0.828469383130158,0.308349027948961
"66","CD4",-1.31515853618425,1.49908609488943e-07
"38","CD4",-1.6550990281214,3.45034228801499e-185
"77","CD4",-0.974506099283283,6.54053191581748e-106
"10","CD4",1.63192574653208,0
"48","CD4",-0.928468076171749,4.2182440410591e-70
"78","CD4",-1.19271513057237,4.18774596178513e-138
"40","CD4",-0.601521613091059,4.13048359791637e-23
"46","CD4",-1.15727769494312,5.73216403004672e-90
"50","CD4",-0.84273679901594,2.1063580788055e-58
"68","CD4",-0.443014287759707,7.9464711510519e-16
"57","CD4",-1.26184349348232,8.49372653035819e-148
"58","CD4",-0.813054966183761,1.98499399815738e-48
"60","CD4",-3.10695634344238,0
"47","CD4",-1.43188062752622,7.54404217137979e-112
"69","CD4",-3.18405808855799,0
"56","CD4",-1.29030697229033,2.25362294062701e-132
"59","CD4",-3.12104694846353,0
"67","CD4",-3.25618949742359,1.49491805040512e-213
"79","CD4",-3.72256052538691,0
"70","CD4",-3.12695815004314,0
"73","CD4",-1.18454617658016,6.46075041697386e-142
"93","CD4",-3.94106570821379,0
"74","CD4",-1.48322971079474,1.78747682023916e-210
"63","CD4",-1.66017723133606,3.5419043191401e-205
"62","CD4",-1.64621890754524,1.18187812301777e-250
"84","CD4",-1.21399353789061,1.09848072964098e-114
"52","CD4",-1.99525412072911,2.43574363399735e-320
"76","CD4",-1.79341592978088,5.85819337393e-177
"65","CD4",-1.34233301286263,1.89961854874627e-141
"83","CD4",-1.20414355114174,9.90668170046801e-133
"75","CD4",-5.26423446333229,0
"64","CD4",-1.66958958503791,1.58045917125331e-223
"25","CD4",-0.758304060774175,1.80002575091159e-19
"53","CD4",-1.91827908237018,5.00367809088136e-187
"54","CD4",-2.1599465421472,4.3308032958253e-210
"55","CD4",-2.09278097236027,8.4553078600063e-161
"94","CD4",-4.60855550103391,0
"85","CD4",-4.04427290242282,0
"71","CD4",-2.8929450354171,1.43550042398158e-212
"72","CD4",-1.78660570834698,6.93933902474549e-172
"42","CD4",-1.09178193346758,1.35174726292774e-66
"61","CD4",-2.56781001352618,0
"3","CD4",-0.628370380896312,3.20482117211716e-40
"31","CD4",-1.05643377491557,1.17651887869038e-100
"92","CD4",-2.04700030424233,1.32581629405129e-108
"32","CD4",-0.906598036569235,5.59098083651713e-96
"14","CD4",-1.36819639105596,2.98537894810478e-171
"24","CD4",-0.911458976328722,1.92967908038777e-63
"82","CD4",-2.11301262388257,1.85847553127675e-257
"13","CD4",-0.927108974002318,1.38739141371781e-117
"21","CD4",-0.146396991287295,0.00177567209829329
"4","CD4",-0.391735621675378,6.32483990154252e-28
"12","CD4",-0.280196735686375,2.80518815709585e-14
"22","CD4",-0.317912549986944,3.49199570493335e-17
"23","CD4",-0.570086366603663,7.64685320205103e-57
"1","CD4",-0.0985485653585711,0.0031197228703409
"33","CD4",-0.400607480742858,3.89181688065911e-18
"2","CD4",-1.10856985557749,6.0674356824003e-136
"43","CD4",-1.48961594605196,9.61561035716592e-100
"34","CD4",-0.824246013219674,1.00834967285047e-55
"41","CD4",-1.47685845638078,2.50748004248674e-118
"11","CD4",-0.332585361090022,4.86030756064571e-20
"51","CD4",-0.290675198813569,1.16190320884839e-10
"91","CD4",-6.4759543786697,0
"81","CD4",NA,0
"98","CD8",-3.6191978046708,0
"88","CD8",-3.67309435407769,0
"89","CD8",-0.99527889754057,9.84569071551526e-81
"99","CD8",-0.738701905349539,4.54219180413422e-71
"90","CD8",-0.778859382393377,7.08399938089058e-79
"80","CD8",1.92783244251521,1.21885588781688e-21
"100","CD8",0.0485889112748832,0.260736659374159
"96","CD8",-3.17571814265305,0
"95","CD8",-3.01620214953918,0
"87","CD8",-3.35192353227797,0
"97","CD8",-3.19877523092417,3.90187244139397e-251
"86","CD8",-2.81569096270098,0
"44","CD8",-3.15046345227576,5.17420032690116e-113
"45","CD8",-0.851192889812304,1.83530243376179e-22
"30","CD8",-1.68326222355856,0
"20","CD8",-1.61438929912697,6.0336942812277e-296
"27","CD8",-1.46880325439535,2.44472206929312e-73
"39","CD8",-1.45755082992204,3.96839976647088e-297
"9","CD8",-2.47322897298321,0
"29","CD8",-2.10973836162839,0
"7","CD8",-1.83503161099311,0
"5","CD8",-1.82081482487115,0
"28","CD8",-1.92675112811792,0
"19","CD8",-2.57899936259968,0
"26","CD8",-1.77112342714187,0
"17","CD8",-2.30939573050725,0
"37","CD8",-2.10200291608912,0
"16","CD8",-2.08736833049225,0
"18","CD8",-2.48203737980888,0
"6","CD8",-2.22094127621142,0
"49","CD8",2.10223940273111,0
"8","CD8",-2.25088625353529,0
"15","CD8",-1.99659683285331,0.000246266678834153
"36","CD8",-1.96369567962629,3.64126023214752e-305
"35","CD8",-1.16011051980988,0.293110018128234
"66","CD8",1.27014514001443,1.59779448891113e-11
"38","CD8",1.71449007814211,0
"77","CD8",2.22845423909822,0
"10","CD8",-2.58081175529571,0
"48","CD8",2.28906857356134,0
"78","CD8",2.16390174438814,0
"40","CD8",2.01985127643833,0
"46","CD8",2.16690819987374,0
"50","CD8",2.0918635426933,0
"68","CD8",2.2143508956766,0
"57","CD8",2.15418168407205,0
"58","CD8",2.14671182259924,0
"60","CD8",2.30958008602223,0
"47","CD8",2.04159536080901,0
"69","CD8",2.18465329915292,0
"56","CD8",2.23097028657885,0
"59","CD8",2.32629793033522,0
"67","CD8",2.35980606924639,0
"79","CD8",1.89538361633941,0
"70","CD8",2.20878004645003,0
"73","CD8",-1.81608675744634,0
"93","CD8",-4.42875050144248,0
"74","CD8",-2.37210772240536,0
"63","CD8",-2.23320870455765,0
"62","CD8",-2.35174684590279,0
"84","CD8",-1.94264970129447,1.12232544531657e-304
"52","CD8",-2.882599350605,0
"76","CD8",-2.80843893942667,0
"65","CD8",-2.29036101552719,0
"83","CD8",-1.95353971304501,0
"75","CD8",-5.32005228593642,0
"64","CD8",-2.1996703262069,0
"25","CD8",-3.9659807728305,2.98391570452235e-221
"53","CD8",-2.6543294799344,0
"54","CD8",-2.73837616381505,0
"55","CD8",-2.82403033510176,0
"94","CD8",-5.26345403574299,0
"85","CD8",-4.33430715930621,0
"71","CD8",-4.13616697007698,0
"72","CD8",-2.42003548292965,0
"42","CD8",-2.97587296278154,0
"61","CD8",-3.67002446323433,0
"3","CD8",-2.44022656629403,0
"31","CD8",-2.82689375161759,0
"92","CD8",-3.453304931293,0
"32","CD8",-2.99146227926509,0
"14","CD8",-3.31750489641898,0
"24","CD8",-3.3125727367875,0
"82","CD8",-2.98246409272784,0
"13","CD8",-2.6385149090804,0
"21","CD8",-2.04665928613326,6.90655557621457e-312
"4","CD8",-2.37007158908841,0
"12","CD8",-2.26023297842227,0
"22","CD8",-2.57058593996197,0
"23","CD8",-2.70414936539015,0
"1","CD8",-3.14183627908879,0
"33","CD8",-2.42004773720767,0
"2","CD8",-3.60897025915789,0
"43","CD8",-3.90857679504988,0
"34","CD8",-2.90834538450263,0
"41","CD8",-4.15338634450476,0
"11","CD8",-3.65468731481431,0
"51","CD8",-3.76856245309374,0
"91","CD8",-8.63379787895731,0
"81","CD8",-9.72210028951972,0
"98","CD34",-0.369899712400185,1.36224869391235e-08
"88","CD34",-0.616880144956107,4.47318327163717e-18
"89","CD34",-1.06544648749029,1.76425363644719e-87
"99","CD34",-0.975788707240889,5.36565512045076e-115
"90","CD34",-1.55225103328615,4.09952871898723e-230
"80","CD34",-1.78545877446442,2.40557796382283e-12
"100","CD34",-0.773832667306579,8.45690972102431e-70
"96","CD34",3.28980549669789,0
"95","CD34",3.28853029547365,0
"87","CD34",3.22234041105103,0
"97","CD34",2.91153657073856,3.61711801177494e-202
"86","CD34",3.37690430656699,0
"44","CD34",-0.42868444779948,0.000383590390415516
"45","CD34",-1.3196966364922,4.2291826569382e-42
"30","CD34",-0.498470505162268,1.20937816776957e-31
"20","CD34",-0.574303168264658,4.86489586861668e-36
"27","CD34",-0.928634534907729,9.52696086559619e-36
"39","CD34",-0.39237801120471,7.50239160311125e-23
"9","CD34",-2.20305175180919,0
"29","CD34",-0.970808901684512,2.91592025236023e-131
"7","CD34",-0.7184298832122,2.67046895001724e-80
"5","CD34",-0.940513187218545,3.89997225527727e-94
"28","CD34",-0.824792311328257,9.91884247513336e-105
"19","CD34",-2.35924347137036,3.08772621040507e-208
"26","CD34",-0.865231201534781,6.33021273427652e-93
"17","CD34",-1.26700733589786,2.7324661121201e-149
"37","CD34",-1.13598598467847,1.55149717525271e-91
"16","CD34",-1.18927819464436,6.26125744585907e-140
"18","CD34",-2.30041635006759,0
"6","CD34",-1.70962639532847,8.304328478866e-147
"49","CD34",-0.372450888430778,1.64541877913679e-20
"8","CD34",-2.42104815735464,0
"15","CD34",-0.621228357487911,0.268274602848574
"36","CD34",-1.15060726630442,2.01399751678312e-101
"35","CD34",0.771257809678002,0.249025399154666
"66","CD34",-1.65273236615922,3.00250676269036e-11
"38","CD34",-0.96215303398264,1.01424579492184e-73
"77","CD34",-0.500592904621037,8.35348656425613e-30
"10","CD34",-2.49848801797347,0
"48","CD34",-0.521957973456239,3.50074821785173e-26
"78","CD34",-0.485184199296105,4.09023067280326e-31
"40","CD34",-0.0664841983288187,0.181927261142641
"46","CD34",-0.698980526220451,1.4526381927092e-35
"50","CD34",-0.147228709172082,0.00317217675057558
"68","CD34",0.0148272266936722,0.757025197222089
"57","CD34",-0.539069872152399,1.86221665958172e-35
"58","CD34",-0.405071601540159,1.84754993754208e-15
"60","CD34",-1.89584480469326,3.97387427298956e-268
"47","CD34",-0.699397139725527,7.24858737592142e-30
"69","CD34",-2.01676590196519,6.77799699342298e-254
"56","CD34",-0.880063043965585,2.64952268140836e-65
"59","CD34",-2.0884941114086,0
"67","CD34",-2.50205367484482,1.07807695798068e-164
"79","CD34",-1.87235285121583,1.42379805026696e-202
"70","CD34",-1.82605471007202,0
"73","CD34",0.866732594480656,1.37824586397906e-84
"93","CD34",-1.16279524712203,5.7046834489364e-148
"74","CD34",0.0437127047303156,0.303104693880246
"63","CD34",0.598864856425567,1.63122227305174e-38
"62","CD34",0.520893549866416,2.78741118342909e-36
"84","CD34",0.182809752245039,0.000193301042634676
"52","CD34",-0.069574891439268,0.107700736797626
"76","CD34",-0.170991807391983,0.00104179746850874
"65","CD34",0.0276961262922106,0.561701953424109
"83","CD34",0.732962237683028,9.34654068632417e-58
"75","CD34",-1.80576993230619,5.21737931278223e-112
"64","CD34",0.531417374254823,5.3313008395077e-36
"25","CD34",-1.3400292372256,4.54885968220312e-34
"53","CD34",-0.458134654900544,3.88480404963005e-15
"54","CD34",0.0319117854129609,0.561404644525731
"55","CD34",-0.16432813086973,0.00758119393540296
"94","CD34",-1.54171789660093,6.80171099344302e-238
"85","CD34",-1.29986308430949,1.24713390448199e-98
"71","CD34",-0.28697053475017,0.00595762190104174
"72","CD34",0.633102218213577,4.42489606240226e-33
"42","CD34",-0.21135902533833,0.00096238078692972
"61","CD34",0.115925902217377,0.120964912682018
"3","CD34",-0.415955324323311,8.02030648433563e-20
"31","CD34",-0.150177406824372,0.00340794162483506
"92","CD34",0.304642153943495,0.0172744362626903
"32","CD34",-1.0004877517231,1.72997019720257e-87
"14","CD34",-1.2597693126323,4.6414262362729e-122
"24","CD34",-1.48378850346586,2.76458182275795e-116
"82","CD34",0.238143727115893,0.00237379323408739
"13","CD34",-0.920233204236937,4.02981197538803e-90
"21","CD34",-0.168868624631179,0.00128349109426023
"4","CD34",-0.571867595140154,1.89716219993988e-40
"12","CD34",-0.482579612639938,5.2404142709686e-27
"22","CD34",-0.78958310865823,1.68567262472602e-61
"23","CD34",-0.864442023448141,6.97991602440809e-92
"1","CD34",-1.85610925957883,1.71602290362329e-270
"33","CD34",-0.420064841174076,7.01643418748704e-16
"2","CD34",-2.19151220658119,1.86478891858372e-294
"43","CD34",-1.14526121813677,6.51295356784943e-53
"34","CD34",-1.25630256978619,3.38639971351179e-85
"41","CD34",-0.844181846744237,1.13785290457756e-39
"11","CD34",-2.48630304149659,0
"51","CD34",0.167962351435844,0.000318690074212341
"91","CD34",0.154628558081868,0.0709297240932496
"81","CD34",-0.370332618838409,2.58920151932954e-05
"98","Flt3",0.328747683447861,0.000293934261423502
"88","Flt3",0.0520183945750432,0.543762454720233
"89","Flt3",0.0601615550013364,0.45402250773948
"99","Flt3",0.0310558570906299,0.574634788687105
"90","Flt3",-0.663667207204259,1.05320792116576e-32
"80","Flt3",-1.0813218498299,6.0389708688619e-06
"100","Flt3",0.213331235927729,0.000167773258283395
"96","Flt3",-0.0610316617524918,0.323238759098351
"95","Flt3",-0.170060806523724,0.00456023935819953
"87","Flt3",-0.203023199181668,0.00240468194681031
"97","Flt3",0.75881822539277,9.42952822872689e-12
"86","Flt3",-0.608912046874477,2.47445952960204e-17
"44","Flt3",-0.0793245049615923,0.576374217633608
"45","Flt3",-0.0806615775010311,0.619933719049375
"30","Flt3",0.543381488737276,3.20629269220415e-17
"20","Flt3",0.549996792374732,1.17421073988199e-09
"27","Flt3",0.182825960611837,0.0961554798771998
"39","Flt3",0.539643786126343,2.8905417546275e-19
"9","Flt3",-0.980500793084958,1.61290737289638e-96
"29","Flt3",0.115702669285131,0.0170017766050162
"7","Flt3",0.262259461788196,1.23846547414124e-06
"5","Flt3",0.0607141629942536,0.413268961616657
"28","Flt3",0.146519730026225,0.000748367540212723
"19","Flt3",-1.11913603064151,2.61144456736372e-58
"26","Flt3",0.227437787189942,2.00856204533987e-05
"17","Flt3",-0.230841124366856,0.000204794124850998
"37","Flt3",0.0718511589984248,0.26224423385185
"16","Flt3",0.0542560772464329,0.437278781343396
"18","Flt3",-0.957147439701187,7.5128527540838e-84
"6","Flt3",-0.600460905188383,4.55133725685988e-17
"49","Flt3",0.62647909254184,6.03130274029153e-27
"8","Flt3",-0.989521856174171,3.96899059464913e-100
"15","Flt3",-0.571407899345402,0.437643917177613
"36","Flt3",-0.200054356447605,0.00153551016537503
"35","Flt3",-0.321428109114122,0.4556857806344
"66","Flt3",0.483817859888497,0.416811868708856
"38","Flt3",0.184970873171897,0.0294270473116328
"77","Flt3",0.545589124864524,1.25958748602026e-15
"10","Flt3",-1.04069793477443,9.39410130316394e-107
"48","Flt3",0.440224240010218,2.70707849382766e-10
"78","Flt3",0.316189329151163,1.29005524770329e-09
"40","Flt3",0.890249577570771,5.63732391582824e-28
"46","Flt3",0.175709901265165,0.00611024764407197
"50","Flt3",0.951096462546214,5.22717446588896e-22
"68","Flt3",1.05562671817957,3.58650860173709e-39
"57","Flt3",0.287391034466872,4.56031914888092e-08
"58","Flt3",0.58792448545659,2.44658798132081e-16
"60","Flt3",-1.0636090155117,3.81841890050951e-74
"47","Flt3",0.418699862602578,9.41371327149944e-07
"69","Flt3",-0.753726611761642,2.30193112062723e-38
"56","Flt3",0.130589905996534,0.0393250856641151
"59","Flt3",-0.975443677159,6.81937884357312e-81
"67","Flt3",-1.35295376102718,4.72170817773279e-54
"79","Flt3",-1.18884365779638,9.83752002560085e-77
"70","Flt3",-0.897589439351459,5.37067813929034e-80
"73","Flt3",0.639796737347475,1.29711679286212e-14
"93","Flt3",-0.950636107158196,3.59319331081822e-79
"74","Flt3",0.590360111360767,2.48438521693676e-14
"63","Flt3",0.161654836637455,0.0857885116926162
"62","Flt3",0.334442390670691,1.8463692485908e-06
"84","Flt3",0.712121223764867,2.32411630064169e-16
"52","Flt3",0.129191851629434,0.0577743856982452
"76","Flt3",0.279533495505824,0.0018153881935307
"65","Flt3",0.731269977194235,6.86445981935692e-14
"83","Flt3",0.879544849263376,6.9859697961275e-29
"75","Flt3",-1.22295540882785,1.79845741447277e-38
"64","Flt3",0.320513757001684,4.29869791934448e-06
"25","Flt3",-0.0465920777804651,0.854378998537141
"53","Flt3",0.139719663142955,0.106724216609073
"54","Flt3",-0.18789624857143,0.00983453905114962
"55","Flt3",-0.111541492818337,0.265080295219138
"94","Flt3",-1.13921109678503,4.14849042948506e-104
"85","Flt3",-1.05802149444173,3.88882313078051e-48
"71","Flt3",-0.440244684476634,1.724903779265e-08
"72","Flt3",0.185741628261162,0.0229134116007037
"42","Flt3",0.267559135602666,0.00668063981283908
"61","Flt3",-0.0830429425147701,0.236983211928964
"3","Flt3",0.168608957179572,0.018627158904092
"31","Flt3",0.359689000644702,2.64033353253673e-06
"92","Flt3",0.411259075801173,0.000806805450645276
"32","Flt3",-0.0149315896490885,0.848536555018153
"14","Flt3",-0.731842602035695,9.27440550021736e-25
"24","Flt3",-0.638986605245381,9.21536629774854e-11
"82","Flt3",0.148383549728798,0.0238665954975275
"13","Flt3",-0.0317228255706663,0.620546158532114
"21","Flt3",0.559849674073911,1.34895304812496e-12
"4","Flt3",0.381030883415052,1.92218299479207e-07
"12","Flt3",0.298312227993778,1.6887269296328e-06
"22","Flt3",0.232488074458288,0.0024728266136163
"23","Flt3",-0.0433691339225071,0.494743324957692
"1","Flt3",-1.51319525670963,3.74169806359651e-153
"33","Flt3",0.317886858923716,0.00105262823336637
"2","Flt3",-1.44502182396366,8.06261684751989e-82
"43","Flt3",-0.523925017200392,3.44368164740526e-06
"34","Flt3",-0.37309528168349,5.96392508785709e-05
"41","Flt3",-0.427158349305007,3.9068552427852e-09
"11","Flt3",-1.90802914007373,5.85566496515906e-222
"51","Flt3",0.426895103467912,5.3579811090377e-11
"91","Flt3",-0.857610195368342,3.53809585934614e-61
"81","Flt3",-0.985388269209039,1.6960857113313e-80
"98","CD20",-2.96111934129346,2.33328025532606e-296
"88","CD20",-2.86251636693036,7.52005172362372e-220
"89","CD20",-2.35001586492229,0
"99","CD20",-2.25284336319306,0
"90","CD20",-2.75608026736217,0
"80","CD20",-1.66969747593612,1.85541234069792e-14
"100","CD20",-2.01591963659243,0
"96","CD20",-3.35680435185073,0
"95","CD20",-3.01578103248175,0
"87","CD20",-2.64984012322132,0
"97","CD20",-2.76371582374593,7.99467938420414e-146
"86","CD20",-2.45077904310756,2.03339782118951e-227
"44","CD20",-0.980968562028643,5.95923647623744e-11
"45","CD20",-3.10733179429861,3.27668338079072e-204
"30","CD20",-1.83569225789506,3.95252516672997e-323
"20","CD20",-1.72827106673093,3.05236363663972e-266
"27","CD20",-2.46121666882027,7.75745795371286e-177
"39","CD20",-1.97486625127546,0
"9","CD20",-3.945750189957,0
"29","CD20",-2.52346583669955,0
"7","CD20",-2.03806921804675,0
"5","CD20",-2.50008959877938,0
"28","CD20",-2.36587849167713,0
"19","CD20",-4.43098507495983,0
"26","CD20",-2.09457106690557,0
"17","CD20",-2.99526792489117,0
"37","CD20",-2.49533294234024,0
"16","CD20",-2.54106096264263,0
"18","CD20",-4.2973143422079,0
"6","CD20",-3.25775452191942,0
"49","CD20",-0.922935500008458,6.90512557126245e-132
"8","CD20",-4.61864789938121,0
"15","CD20",-2.06936160053044,0.000304595101643631
"36","CD20",-2.59848061560646,0
"35","CD20",-1.85200840173387,0.0577932201991614
"66","CD20",-1.40466478405847,7.91098481309452e-09
"38","CD20",-1.40667647952853,3.97474946444033e-165
"77","CD20",-0.920076567912363,1.42644597844795e-118
"10","CD20",-4.48975720082391,0
"48","CD20",-1.08984903644818,3.54716157867879e-120
"78","CD20",-0.907502256338882,7.6921079501151e-123
"40","CD20",-0.704239301578799,1.1762615505775e-52
"46","CD20",-1.30760752174738,6.02225275171753e-131
"50","CD20",-0.751814534106389,3.01214472777006e-61
"68","CD20",-0.696784777245858,4.69905360963206e-59
"57","CD20",-1.0996675110922,2.03957859408288e-154
"58","CD20",-1.09218759360704,5.91892918446528e-124
"60","CD20",-1.53217186593409,3.91756229145966e-253
"47","CD20",-1.35216706943335,4.28259837434988e-122
"69","CD20",-1.44793079867556,4.31435811040295e-187
"56","CD20",-1.26665345041466,3.40404456376082e-151
"59","CD20",-1.52906170393994,1.01190846623e-305
"67","CD20",-1.90182882515954,1.05190529766756e-148
"79","CD20",-1.84905887658463,9.03453080588261e-256
"70","CD20",-1.49622081227174,0
"73","CD20",2.98470298108153,0
"93","CD20",1.16372478614159,1.92125474851391e-168
"74","CD20",1.54715948213423,4.10037996262718e-258
"63","CD20",3.09492866327028,0
"62","CD20",2.85572204359955,0
"84","CD20",1.72820532706306,7.66315986885047e-203
"52","CD20",2.48835082695511,0
"76","CD20",1.59646140242596,6.44890965048856e-164
"65","CD20",1.73182923894974,1.27689616057247e-236
"83","CD20",2.63113187565201,0
"75","CD20",0.840159971442607,1.86429570416753e-30
"64","CD20",2.97461705004534,0
"25","CD20",-2.95791858919133,5.05766920636884e-107
"53","CD20",1.22484557877735,5.30950094733244e-98
"54","CD20",2.79258382000561,0
"55","CD20",2.49565768419673,4.71501019088515e-191
"94","CD20",1.19924219712996,5.76621062754017e-168
"85","CD20",1.10284298380827,6.47564035350598e-83
"71","CD20",1.05569781493309,1.97017037968687e-21
"72","CD20",2.99948270699081,0
"42","CD20",-2.51294181900175,7.39346122144442e-199
"61","CD20",0.152561511212961,0.00641801054738786
"3","CD20",-2.28063867333762,0
"31","CD20",-2.49934576931325,0
"92","CD20",-1.63938677061166,2.3694909969898e-70
"32","CD20",-2.94589314467142,0
"14","CD20",-3.19121738687325,0
"24","CD20",-3.70694397238149,0
"82","CD20",0.810346634098976,3.00066807904849e-28
"13","CD20",-2.6645742108027,0
"21","CD20",-1.94466487182101,6.59978201661736e-203
"4","CD20",-2.34929406550232,0
"12","CD20",-2.35533181236132,0
"22","CD20",-2.37711077919366,0
"23","CD20",-2.61969593663629,0
"1","CD20",-6.31879877384911,0
"33","CD20",-2.27533182771507,9.1474887175289e-268
"2","CD20",NA,0
"43","CD20",-3.15253887870669,4.65182661769439e-254
"34","CD20",-3.05515238504019,0
"41","CD20",-5.89193617256296,0
"11","CD20",NA,0
"51","CD20",-3.28652570770952,0
"91","CD20",-1.00213691380495,1.74162140244503e-56
"81","CD20",-1.08608426092077,3.03617821089963e-65
"98","CXCR4",1.12281276168076,5.54703760277234e-71
"88","CXCR4",0.40703073179124,6.79285523161413e-10
"89","CXCR4",-1.051457756976,3.00717102919207e-156
"99","CXCR4",-1.10499432457547,1.3165380587433e-252
"90","CXCR4",-0.682006130595826,1.0863055881419e-126
"80","CXCR4",-0.18048341399219,0.20527642148134
"100","CXCR4",-1.17721016047023,4.74774626908093e-271
"96","CXCR4",0.320010751220225,1.02899638994453e-26
"95","CXCR4",-0.193030342513615,3.92484447845944e-09
"87","CXCR4",-0.582839701465362,3.25995574095464e-65
"97","CXCR4",1.14654599837602,2.96209949017207e-75
"86","CXCR4",-0.664462651475585,6.74222477746406e-53
"44","CXCR4",0.222264486952394,0.00986459740482788
"45","CXCR4",-1.02922247559163,2.09349149735036e-49
"30","CXCR4",0.0928066777054357,0.000564655771981832
"20","CXCR4",-0.367712230223822,1.51626294535286e-33
"27","CXCR4",-0.123756028376325,0.00662187157581816
"39","CXCR4",0.204096374869135,1.55315095386183e-15
"9","CXCR4",-0.00807413000819235,0.724899503969857
"29","CXCR4",-0.0448007247304432,0.0601468257654437
"7","CXCR4",-0.469926635583258,1.34116795223095e-77
"5","CXCR4",-0.956530537710186,3.93083031755644e-185
"28","CXCR4",0.0935603637597318,7.01449629307991e-05
"19","CXCR4",0.0336100767955498,0.317525846709009
"26","CXCR4",-0.0201126378573862,0.466414887939617
"17","CXCR4",-0.124606245443069,1.09171144577304e-05
"37","CXCR4",-0.0187926407516699,0.588053979332545
"16","CXCR4",-0.998799301170158,3.89091035517862e-206
"18","CXCR4",0.71580735652386,3.04859010391176e-201
"6","CXCR4",0.316782305378435,1.16403692459679e-15
"49","CXCR4",-0.298840607012914,1.71515852126935e-27
"8","CXCR4",0.124349377951393,1.22831492165577e-07
"15","CXCR4",-1.01523006314035,0.000963820949273842
"36","CXCR4",-0.532146266055531,2.12783527266951e-44
"35","CXCR4",-0.362951754989045,0.664240048838802
"66","CXCR4",-0.712128417895127,0.000529619147151171
"38","CXCR4",-0.892910803111922,5.2604656673529e-126
"77","CXCR4",-1.07098513179339,3.86149924190001e-208
"10","CXCR4",0.349104845610897,1.62795418589048e-57
"48","CXCR4",-0.444379829681185,6.02506480850246e-39
"78","CXCR4",-0.979703382212496,1.00236595561147e-186
"40","CXCR4",0.203096707324205,9.89571761976797e-09
"46","CXCR4",-0.917228320091883,6.62655791837944e-89
"50","CXCR4",-0.481344249829555,1.93887208586242e-40
"68","CXCR4",-0.277175600979449,5.41780023757582e-16
"57","CXCR4",-0.433247812139883,8.01421260022163e-43
"58","CXCR4",0.936220317345189,2.49488960224407e-238
"60","CXCR4",0.36135835831484,5.84729321728369e-37
"47","CXCR4",0.0284540389036878,0.489094895819604
"69","CXCR4",0.0407803759637302,0.205456289904914
"56","CXCR4",-1.01488067174756,4.0190755733237e-124
"59","CXCR4",0.671274060439621,3.7048397523e-149
